id,model,disease,property,question,ground_truth,llm_answer
286,tinyllama,Familial Hypercholesterolemia,hasSymptom,What symptoms are associated with Familial Hypercholesterolemia?,Early Coronary Artery Disease; Xanthomas,"Familial hypercholesterolemia (FH) is a genetic condition that causes elevated levels of high-density lipoprotein (HDL) cholesterol, which can contribute to the development of atherosclerosis and coronary heart disease. Some common symptoms associated with FH include:

1. Congestive heart failure due to left ventricular hypertrophy or dilated cardiomyopathy
2. Short stature due to muscle weakness or wasting
3. Difficulty breathing, including difficulty sleeping, coughing up blood (pulmonary embolism), shortness of breath during exercise or exertion
4. Increased risk of stroke, particularly in women
5. Decreased vision due to eye complications such as cataracts or glaucoma
6. Muscle aches and pains
7. Weight gain due to decreased fat storage or increased energy expenditure
8. Swelling in legs (edema)
9. Anemia due to low red blood cell count
10. Reddish patches on skin or tongue due to vitamin K deficiency

The severity and progression of FH symptoms can vary, and some individuals may have only mild symptoms or none at all. It is recommended that you consult with a healthcare provider if you have concerns about your own or a family member's FH."
287,tinyllama,Familial Hypercholesterolemia,accumulatesMetabolite,Which metabolite accumulates in Familial Hypercholesterolemia?,LDL Cholesterol,"The metabolite that accumulates in Familial Hypercholedositoma (FHC) is not specified in the given text. The condition has been described as a rare hereditary disorder affecting people of Ashkenazi Jewish descent, wherein a mutation on chromosome 16p results in the formation of hypercholesterolemia in affected individuals. However, there are no details in the passage about which specific mutation causes FHC or how it contributes to the development of hypercholesterolemia."
288,tinyllama,Familial Hypercholesterolemia,hasCausativeGene,Which gene causes Familial Hypercholesterolemia?,LDLR,"Familial Hypercholedoterolimma, or FH, is an inherited disorder of lipid metabolism caused by mutations in the FH1, FH2 or FH3 genes. The FH1 gene encodes for a protein called alpha-glycoprotein IIb, which is involved in binding and transporting cholesterol from cholesterol-rich lipoproteins (such as HDL) to the liver for removal. Mutations in this gene are responsible for causing the most common form of FH, called familial hypercholesterolemia (FH)."
289,tinyllama,Ataxia-Telangiectasia,hasInheritancePattern,What is the inheritance pattern of Ataxia-Telangiectasia?,Autosomal Recessive,"Inheritance in the Ataxiia-Te Langiecetas species can be traced back to their common ancestor, which is believed to have existed at least 150 million years ago. Members of this species are born into a patrilineal descent and pass on their genetic material only through males to their offspring. The offspring inherit the genes of both parents, so as long as they live, they will possess these traits and pass them on to future generations. In some cases, maternal inheritance may occur as well, wherein a female ancestor may pass on genetic material to her daughters during pregnancy. However, this is rare in this species due to the short lifespan of females compared to males."
290,tinyllama,Ataxia-Telangiectasia,treatedWith,How is Ataxia-Telangiectasia treated?,Supportive Care,"Ataxia-telangiectasia (AT) is a rare autosomal recessive inherited genetic disorder characterized by the accumulation of an abnormal type of protein called hemochromatosis. AT is caused by the presence of an excessive amount of iron in the body, leading to damage and death of cells in various organs such as bone marrow, liver, spleen, and skin. Treatment for AT depends on the severity of symptoms and individual response to treatment. Some treatments may include surgery to remove excess iron deposits or medication to reduce iron levels. In some cases, there are also genetic therapies available to correct the gene responsible for hemochromatosis."
291,tinyllama,Ataxia-Telangiectasia,hasDeficientEnzyme,Which enzyme is deficient in Ataxia-Telangiectasia?,ATM Kinase,"In the genus Ataxiia, the enzyme glucose 6-phosphate (or PEP) pyruvate:isocitrate dehydrogenase (G6PD) deficiency is a common genetic disorder."
292,tinyllama,Ataxia-Telangiectasia,hasSymptom,What symptoms are associated with Ataxia-Telangiectasia?,Cerebellar Ataxia; Telangiectasia,"Ataxiia-Telangiectasia is a rare genetic disorder that causes intellectual and motor impairments. Here are some common symptoms:

1. Intellectual Disability (ID) - may cause difficulty with learning, attention, memory, language, and behavior.
2. Mental Retardation - has a score of 3 or below on the American Idiots Scale
3. Motor Impairments - may cause problems with walking, balance, gait, reflexes, and coordination
4. Autism Spectrum Disorder (ASD) - may be present or present in combination with ASD, ADHD, or epilepsy
5. Developmental Delays - affects language, communication skills, behavior, and social interactions
6. Seizures - have been reported, although they are rare
7. Epilepsy - seizures may be a part of Ataxiia-Te Langiectasia syndrome
8. Autonomic Dysfunction - may cause difficulty with digestion, bowel movements, urination, and bladder control
9. Hypertension - high blood pressure may be present or present in combination with other symptoms
10. Metabolic Disorders - have been reported, such as hypogonadism (low testosterone levels) and hyperinsulinemia (high insulin levels), which can affect brain function and growth

These symptoms are typically mild to severe and may worsen over time. They can also interfere with daily life activities, such as work or school."
293,tinyllama,Ataxia-Telangiectasia,accumulatesMetabolite,Which metabolite accumulates in Ataxia-Telangiectasia?,Impaired DNA-Damage Response Marker,"The metabolite accumulates in the genus Ataxiia, which is part of the family Telegonoidea. This family is known for their ability to produce large and elaborate feathers with complex patterns and coloration."
294,tinyllama,Ataxia-Telangiectasia,hasCausativeGene,Which gene causes Ataxia-Telangiectasia?,ATM,"Ataxia-Te Languesio (ATL) is the cause of Ataxiia-Te Languesio (ATL), a rare disease that causes a buildup of an abnormal protein called p97 in the mitochondria. This leads to cell death and neurological symptoms, such as muscle weakness, ataxia, and seizures. The gene responsible for ATL is not yet fully understood but it may involve mutations in a protein or other genes that regulate mitochondrial function."
295,tinyllama,Cystic Fibrosis,hasInheritancePattern,What is the inheritance pattern of Cystic Fibrosis?,Autosomal Recessive,"Cystic Fibrosis is an inherited disorder that causes abnormal growth and enlargement of blood vessels in various organs and tissues, including the skin, eyes, liver, kidneys, heart, lungs, and brain. The growths can cause pain, swelling, bleeding, and other symptoms depending on the area affected.

In Cystic Fibrosis, the inherited mutations in genes that regulate blood vessel growth or development lead to abnormal connective tissue formation in affected organs and tissues. These abnormalities can be seen at birth through various physical examinations, as well as through imaging tests such as ultrasound, CT scan, and MRI.

The inheritance pattern of Cystic Fibrosis is autosomal dominant, which means that only one copy of the affected gene needs to be present for a person to develop the condition. The disease can run in families or occur spontaneously after an unrelated incident. The disease is more common in women than in men, and it may affect multiple generations in some cases.

There are several types of Cystic Fibrosis, including:

1. Hereditary Cystic Angino-Fibrosis: This type is caused by mutations in genes that regulate blood vessel growth or development, leading to the same symptoms as Cystic Fibrosis in other organs and tissues.

2. Cystic Angiofibroma: This is a benign tumor that forms on blood vessels, typically in the face and scalp. It can be seen during an examination of the skin or under ultrasound guidance.

3. Hereditary Fibrous Dysplasia: This type is caused by mutations in genes involved in bone development, leading to abnormal bone formation. The symptoms are different from those of Cystic Fibrosis and are seen in children and young adults.

4. Congenital Adrenal Hyperplasia (CAH): This is a rare inherited disorder caused by mutations in genes that regulate hormone production, leading to hypogonadism, excessive growth, and other symptoms. CAH can be seen during an examination of the face, head, and body.

In summary, Cystic Fibrosis is a disorder caused by mutations in genes that regulate blood vessel development or formation, leading to abnormal connective tissue growth and enlargement in various organs and tissues. The inheritance pattern is autosomal dominant, and there are several types of Cystic Fibrosis, including Hereditary Cystic Angino-Fibrosis, Hereditary Fibrous Dysplasia, and Congenital Adrenal Hyperplasia (CAH)."
