id,model,disease,property,question,ground_truth,prompt,llm_answer
36,tinyllama,Nonketotic Hyperglycinemia,hasCausativeGene,Which gene causes Nonketotic Hyperglycinemia?,GLDC,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Nonketotic Hyperglycinemia
Treatment: Sodium Benzoate Therapy
Accumulated Metabolite: Glycine
Deficient Enzyme: Glycine Decarboxylase
Symptoms: Encephalopathy, Seizures
Inheritance Pattern: Autosomal Recessive
Causative Gene: GLDC

=== QUESTION ===
Which gene causes Nonketotic Hyperglycinemia?

=== ANSWER ===
",The answer to the question is: Sozium Benzoate Therapy.
37,tinyllama,Citrullinemia Type I,hasInheritancePattern,What is the inheritance pattern of Citrullinemia Type I?,Autosomal Recessive,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Citrullinemia Type I
Treatment: Protein-Restricted Diet
Accumulated Metabolite: Citrulline
Deficient Enzyme: Argininosuccinate Synthase
Symptoms: Hyperammonemia, Lethargy
Inheritance Pattern: Autosomal Recessive
Causative Gene: ASS1

=== QUESTION ===
What is the inheritance pattern of Citrullinemia Type I?

=== ANSWER ===
",The inheritance pattern of Citrullinemia Type I is autosomal receive.
38,tinyllama,Citrullinemia Type I,treatedWith,How is Citrullinemia Type I treated?,Protein-Restricted Diet,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Citrullinemia Type I
Treatment: Protein-Restricted Diet
Accumulated Metabolite: Citrulline
Deficient Enzyme: Argininosuccinate Synthase
Symptoms: Hyperammonemia, Lethargy
Inheritance Pattern: Autosomal Recessive
Causative Gene: ASS1

=== QUESTION ===
How is Citrullinemia Type I treated?

=== ANSWER ===
","Based on the provided knowledge, the correct answer to the question ""How is Citrullinemia Type I treated?"" is: Protein-Restricted Diet."
39,tinyllama,Citrullinemia Type I,hasDeficientEnzyme,Which enzyme is deficient in Citrullinemia Type I?,Argininosuccinate Synthase,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Citrullinemia Type I
Treatment: Protein-Restricted Diet
Accumulated Metabolite: Citrulline
Deficient Enzyme: Argininosuccinate Synthase
Symptoms: Hyperammonemia, Lethargy
Inheritance Pattern: Autosomal Recessive
Causative Gene: ASS1

=== QUESTION ===
Which enzyme is deficient in Citrullinemia Type I?

=== ANSWER ===
","The enzyme responsible for Citrulline mihi Type I, argininosuccinate synthase, is deficient."
40,tinyllama,Citrullinemia Type I,hasSymptom,What symptoms are associated with Citrullinemia Type I?,Hyperammonemia; Lethargy,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Citrullinemia Type I
Treatment: Protein-Restricted Diet
Accumulated Metabolite: Citrulline
Deficient Enzyme: Argininosuccinate Synthase
Symptoms: Hyperammonemia, Lethargy
Inheritance Pattern: Autosomal Recessive
Causative Gene: ASS1

=== QUESTION ===
What symptoms are associated with Citrullinemia Type I?

=== ANSWER ===
","According to the provided knowledge, Citrullinemia Type I is a rare disorder characterized by hyperammonemiia, deficiency in argininosuccinate synthase (RAS), and accumulated metabolite. Symptoms of this disease include hyperammonemiia, which can result in high levels of ammonia in the blood, and deficiencies in various enzymes, leading to an imbalance of amino acids, especially arginine, which are important for normal growth and development. The inheritance pattern is described as Auto-somal Receive, meaning that affected individuals inherit the disorder from one or both parents who have a mutation in the RAS gene."
41,tinyllama,Citrullinemia Type I,accumulatesMetabolite,Which metabolite accumulates in Citrullinemia Type I?,Citrulline,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Citrullinemia Type I
Treatment: Protein-Restricted Diet
Accumulated Metabolite: Citrulline
Deficient Enzyme: Argininosuccinate Synthase
Symptoms: Hyperammonemia, Lethargy
Inheritance Pattern: Autosomal Recessive
Causative Gene: ASS1

=== QUESTION ===
Which metabolite accumulates in Citrullinemia Type I?

=== ANSWER ===
",I don't know based on the provided knowledge. Please provide additional information or specific questions to assist you in answering the question.
42,tinyllama,Citrullinemia Type I,hasCausativeGene,Which gene causes Citrullinemia Type I?,ASS1,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Citrullinemia Type I
Treatment: Protein-Restricted Diet
Accumulated Metabolite: Citrulline
Deficient Enzyme: Argininosuccinate Synthase
Symptoms: Hyperammonemia, Lethargy
Inheritance Pattern: Autosomal Recessive
Causative Gene: ASS1

=== QUESTION ===
Which gene causes Citrullinemia Type I?

=== ANSWER ===
",The answer to the question is not present in the provided knowledge. Please provide it using the knowledge available.
43,tinyllama,Argininosuccinic Aciduria,hasInheritancePattern,What is the inheritance pattern of Argininosuccinic Aciduria?,Autosomal Recessive,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Argininosuccinic Aciduria
Treatment: Arginine Supplementation
Accumulated Metabolite: Argininosuccinic Acid
Deficient Enzyme: Argininosuccinate Lyase
Symptoms: Hyperammonemia, Trichorrhexis Nodosa
Inheritance Pattern: Autosomal Recessive
Causative Gene: ASL

=== QUESTION ===
What is the inheritance pattern of Argininosuccinic Aciduria?

=== ANSWER ===
","According to the given knowledge, the inheritance pattern for Arginiinosuccinic Aciduria is autosomal reciprocal."
44,tinyllama,Argininosuccinic Aciduria,treatedWith,How is Argininosuccinic Aciduria treated?,Arginine Supplementation,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Argininosuccinic Aciduria
Treatment: Arginine Supplementation
Accumulated Metabolite: Argininosuccinic Acid
Deficient Enzyme: Argininosuccinate Lyase
Symptoms: Hyperammonemia, Trichorrhexis Nodosa
Inheritance Pattern: Autosomal Recessive
Causative Gene: ASL

=== QUESTION ===
How is Argininosuccinic Aciduria treated?

=== ANSWER ===
","Based on the provided knowledge, the answer to the question is that in biochemistry, there are several treatments for Arginiinosuccinic Aciduria. The specific treatment will depend on various factors such as the severity of the symptoms and the individual's medical history. It is important to consult with a healthcare professional to discuss the best approach for managing this condition."
45,tinyllama,Argininosuccinic Aciduria,hasDeficientEnzyme,Which enzyme is deficient in Argininosuccinic Aciduria?,Argininosuccinate Lyase,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Argininosuccinic Aciduria
Treatment: Arginine Supplementation
Accumulated Metabolite: Argininosuccinic Acid
Deficient Enzyme: Argininosuccinate Lyase
Symptoms: Hyperammonemia, Trichorrhexis Nodosa
Inheritance Pattern: Autosomal Recessive
Causative Gene: ASL

=== QUESTION ===
Which enzyme is deficient in Argininosuccinic Aciduria?

=== ANSWER ===
",The enzyme in Arginiinosuccinic aciduria is the argininosuccinic acidase.
46,tinyllama,Argininosuccinic Aciduria,hasSymptom,What symptoms are associated with Argininosuccinic Aciduria?,Hyperammonemia; Trichorrhexis Nodosa,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Argininosuccinic Aciduria
Treatment: Arginine Supplementation
Accumulated Metabolite: Argininosuccinic Acid
Deficient Enzyme: Argininosuccinate Lyase
Symptoms: Hyperammonemia, Trichorrhexis Nodosa
Inheritance Pattern: Autosomal Recessive
Causative Gene: ASL

=== QUESTION ===
What symptoms are associated with Argininosuccinic Aciduria?

=== ANSWER ===
","Based on the provided knowledge, the symptoms associated with Arginiinosuccinic Aciduria may include hyperammonemias, trichorrhexis noctosa (hyperammonaemia and sleeping), hyperammonia, encephalopathy, hepatic steatosis, and encephalitis."
47,tinyllama,Argininosuccinic Aciduria,accumulatesMetabolite,Which metabolite accumulates in Argininosuccinic Aciduria?,Argininosuccinic Acid,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Argininosuccinic Aciduria
Treatment: Arginine Supplementation
Accumulated Metabolite: Argininosuccinic Acid
Deficient Enzyme: Argininosuccinate Lyase
Symptoms: Hyperammonemia, Trichorrhexis Nodosa
Inheritance Pattern: Autosomal Recessive
Causative Gene: ASL

=== QUESTION ===
Which metabolite accumulates in Argininosuccinic Aciduria?

=== ANSWER ===
","The answer to the question is ""Trichorrhexis Noodosa""."
48,tinyllama,Argininosuccinic Aciduria,hasCausativeGene,Which gene causes Argininosuccinic Aciduria?,ASL,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Argininosuccinic Aciduria
Treatment: Arginine Supplementation
Accumulated Metabolite: Argininosuccinic Acid
Deficient Enzyme: Argininosuccinate Lyase
Symptoms: Hyperammonemia, Trichorrhexis Nodosa
Inheritance Pattern: Autosomal Recessive
Causative Gene: ASL

=== QUESTION ===
Which gene causes Argininosuccinic Aciduria?

=== ANSWER ===
","No outside knowledge is provided, but based on the knowledge provided in the given text, ""Argininosuccinic Aciduria"" can be caused by the gene called ASL."
49,tinyllama,Arginase Deficiency,hasInheritancePattern,What is the inheritance pattern of Arginase Deficiency?,Autosomal Recessive,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Arginase Deficiency
Treatment: Protein-Restricted Diet
Accumulated Metabolite: Arginine
Deficient Enzyme: Arginase 1
Symptoms: Progressive Intellectual Disability, Spasticity
Inheritance Pattern: Autosomal Recessive
Causative Gene: ARG1

=== QUESTION ===
What is the inheritance pattern of Arginase Deficiency?

=== ANSWER ===
",The answer to the question is auto-somal recessive.
50,tinyllama,Arginase Deficiency,treatedWith,How is Arginase Deficiency treated?,Protein-Restricted Diet,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Arginase Deficiency
Treatment: Protein-Restricted Diet
Accumulated Metabolite: Arginine
Deficient Enzyme: Arginase 1
Symptoms: Progressive Intellectual Disability, Spasticity
Inheritance Pattern: Autosomal Recessive
Causative Gene: ARG1

=== QUESTION ===
How is Arginase Deficiency treated?

=== ANSWER ===
","Based on the provided knowledge, the treatment for Arginase Deficiency is a protein-restricted diet. Protein-Restricted Diet refers to a diet that restricts the intake of specific types of proteins, such as wheat and dairy products, in order to reduce the risk of developing this disease."
51,tinyllama,Arginase Deficiency,hasDeficientEnzyme,Which enzyme is deficient in Arginase Deficiency?,Arginase 1,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Arginase Deficiency
Treatment: Protein-Restricted Diet
Accumulated Metabolite: Arginine
Deficient Enzyme: Arginase 1
Symptoms: Progressive Intellectual Disability, Spasticity
Inheritance Pattern: Autosomal Recessive
Causative Gene: ARG1

=== QUESTION ===
Which enzyme is deficient in Arginase Deficiency?

=== ANSWER ===
","The enzyme deficient in Arginase Deficiency is not specified in the given knowledge. Therefore, the answer cannot be answered using this knowledge."
52,tinyllama,Arginase Deficiency,hasSymptom,What symptoms are associated with Arginase Deficiency?,Progressive Intellectual Disability; Spasticity,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Arginase Deficiency
Treatment: Protein-Restricted Diet
Accumulated Metabolite: Arginine
Deficient Enzyme: Arginase 1
Symptoms: Progressive Intellectual Disability, Spasticity
Inheritance Pattern: Autosomal Recessive
Causative Gene: ARG1

=== QUESTION ===
What symptoms are associated with Arginase Deficiency?

=== ANSWER ===
","Based on the provided knowledge, Arginosis is a characteristic of Arginase Deficiency. The disease is characterized by a decrease in arginase activity and the accumulation of arginine in various organs, causing progressive intellectual disability, spasticity, and other symptoms."
